system,category,property,method,value,reference,error,relative_error_percent,source
Si,semiconductor,lattice_constant_A,PBE,5.465,5.416,0.04899999999999949,0.9047267355982269,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,revPBE_vdW,5.864,5.64,0.2240000000000002,3.9716312056737646,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,rPW86_vdW2,5.934,5.64,0.2940000000000005,5.212765957446819,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,optPBE_vdW,5.793,5.64,0.15300000000000047,2.7127659574468277,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,optB88_vdW,5.762,5.64,0.12199999999999989,2.163120567375887,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,optB86b_vdW,5.725,5.64,0.08499999999999996,1.507092198581561,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,LDA,5.623,5.64,-0.01699999999999946,-0.30141843971630555,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,PBEsol,5.68,5.64,0.040000000000000036,0.7092198581560183,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ge,semiconductor,lattice_constant_A,PBE,5.766,5.64,0.12600000000000033,2.2340425531915065,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,revPBE_vdW,5.851,5.638,0.21300000000000008,3.777935438098612,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,rPW86_vdW2,5.908,5.638,0.27000000000000046,4.788932245477118,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,optPBE_vdW,5.783,5.638,0.14500000000000046,2.57183398368217,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,optB88_vdW,5.751,5.638,0.11300000000000043,2.004256828662654,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,optB86b_vdW,5.717,5.638,0.07899999999999974,1.401206101454422,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,LDA,5.605,5.638,-0.032999999999999474,-0.585313941113863,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,PBEsol,5.667,5.638,0.028999999999999915,0.5143667967364207,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
GaAs,semiconductor,lattice_constant_A,PBE,5.752,5.638,0.11399999999999988,2.0219936147570117,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,lattice_constant_A,GFN1,3.7914901862967434,3.595,0.1964901862967432,5.4656519136785375,CP2K native Bloch + tblite
Ag,transition_metal,lattice_constant_A,GFN1,4.215518744851603,4.056,0.1595187448516029,3.9329079105424825,CP2K native Bloch + tblite
Ag,transition_metal,lattice_constant_A,GFN2,4.116149917810082,4.056,0.060149917810082165,1.4829861393018229,CP2K native Bloch + tblite
Pd,transition_metal,lattice_constant_A,GFN1,3.927502106595425,3.875,0.05250210659542498,1.35489307343033,CP2K native Bloch + tblite
Pd,transition_metal,lattice_constant_A,GFN2,4.009610443349509,3.875,0.13461044334950856,3.4738178928905405,CP2K native Bloch + tblite
Rh,transition_metal,lattice_constant_A,GFN1,3.8367394491986095,3.793,0.04373944919860939,1.153162383301054,CP2K native Bloch + tblite
Rh,transition_metal,lattice_constant_A,GFN2,3.8419333024922837,3.793,0.04893330249228356,1.2900949773868575,CP2K native Bloch + tblite
Li,alkali_metal,lattice_constant_A,GFN1,4.150307417339395,3.449,0.701307417339395,20.333645037384596,CP2K native Bloch + tblite
Li,alkali_metal,lattice_constant_A,GFN2,3.315177942728543,3.449,-0.1338220572714568,-3.880024855652564,CP2K native Bloch + tblite
Na,alkali_metal,lattice_constant_A,GFN1,5.514570145419352,4.21,1.3045701454193521,30.987414380507182,CP2K native Bloch + tblite
Na,alkali_metal,lattice_constant_A,GFN2,5.22139270386689,4.21,1.01139270386689,24.02357966429667,CP2K native Bloch + tblite
K,alkali_metal,lattice_constant_A,GFN1,5.617855895029928,5.212,0.40585589502992825,7.786951170950274,CP2K native Bloch + tblite
K,alkali_metal,lattice_constant_A,GFN2,6.478716384854522,5.212,1.2667163848545222,24.303844682550313,CP2K native Bloch + tblite
Rb,alkali_metal,lattice_constant_A,GFN1,5.359930036302021,5.576,-0.21606996369797837,-3.8749993489594403,CP2K native Bloch + tblite
Rb,alkali_metal,lattice_constant_A,GFN2,6.972985601241558,5.576,1.3969856012415587,25.053543781233124,CP2K native Bloch + tblite
Cs,alkali_metal,lattice_constant_A,GFN1,6.339363706106908,6.039,0.300363706106908,4.9737325071519844,CP2K native Bloch + tblite
Cs,alkali_metal,lattice_constant_A,GFN2,7.7092712429993915,6.039,1.6702712429993918,27.65807655239927,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,lattice_constant_A,GFN1,6.889314266916888,5.553,1.3363142669168884,24.064726578730202,CP2K native Bloch + tblite
Ca,alkaline_earth_metal,lattice_constant_A,GFN2,6.9396988781421625,5.553,1.3866988781421625,24.972066957359317,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,lattice_constant_A,GFN1,7.836960751044773,6.045,1.7919607510447735,29.64368488080684,CP2K native Bloch + tblite
Sr,alkaline_earth_metal,lattice_constant_A,GFN2,7.485782872525769,6.045,1.4407828725257694,23.834290695215365,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,lattice_constant_A,GFN1,6.771806726159754,4.995,1.7768067261597542,35.571706229424514,CP2K native Bloch + tblite
Ba,alkaline_earth_metal,lattice_constant_A,GFN2,6.368356806765619,4.995,1.373356806765619,27.494630766078455,CP2K native Bloch + tblite
Al,simple_metal,lattice_constant_A,GFN1,4.521144949190967,4.02,0.5011449491909676,12.466292268432033,CP2K native Bloch + tblite
Al,simple_metal,lattice_constant_A,GFN2,3.7672168118078218,4.02,-0.2527831881921778,-6.288139009755667,CP2K native Bloch + tblite
LiF,ionic,lattice_constant_A,GFN1,3.717822401077687,3.964,-0.24617759892231295,-6.210332969785892,CP2K native Bloch + tblite
LiF,ionic,lattice_constant_A,GFN2,3.9868214534381194,3.964,0.022821453438119477,0.5757177961180471,CP2K native Bloch + tblite
LiCl,ionic,lattice_constant_A,GFN1,4.794124790249818,5.056,-0.2618752097501824,-5.179493863729878,CP2K native Bloch + tblite
LiCl,ionic,lattice_constant_A,GFN2,4.826038249748153,5.056,-0.22996175025184673,-4.5482941109938,CP2K native Bloch + tblite
NaF,ionic,lattice_constant_A,GFN1,4.319562627957979,4.579,-0.25943737204202044,-5.665808518061155,CP2K native Bloch + tblite
NaF,ionic,lattice_constant_A,GFN2,4.425617495572881,4.579,-0.15338250442711843,-3.349694353070942,CP2K native Bloch + tblite
NaCl,ionic,lattice_constant_A,GFN1,5.1959832997369775,5.565,-0.3690167002630229,-6.6310278573768695,CP2K native Bloch + tblite
NaCl,ionic,lattice_constant_A,GFN2,5.023009234327562,5.565,-0.5419907656724385,-9.739277011184877,CP2K native Bloch + tblite
MgO,ionic,lattice_constant_A,GFN1,4.07791382617831,4.184,-0.10608617382168983,-2.535520406828151,CP2K native Bloch + tblite
C,covalent,lattice_constant_A,GFN1,3.542900415280953,3.543,-9.958471904703003e-05,-0.002810745668835324,CP2K native Bloch + tblite
C,covalent,lattice_constant_A,GFN2,3.539857359462431,3.543,-0.0031426405375691857,-0.0886999869480487,CP2K native Bloch + tblite
SiC,covalent,lattice_constant_A,GFN1,4.4975060009055925,4.342,0.15550600090559286,3.581437146605082,CP2K native Bloch + tblite
SiC,covalent,lattice_constant_A,GFN2,4.406732589348597,4.342,0.06473258934859771,1.4908472903868653,CP2K native Bloch + tblite
Si,semiconductor,lattice_constant_A,GFN1,5.581848318399427,5.416,0.16584831839942638,3.0621919940809983,CP2K native Bloch + tblite
Si,semiconductor,lattice_constant_A,GFN2,5.394835222325648,5.416,-0.02116477767435221,-0.3907824533669113,CP2K native Bloch + tblite
Ge,semiconductor,lattice_constant_A,GFN1,5.7079880691097715,5.64,0.06798806910977184,1.2054622182583685,CP2K native Bloch + tblite
Ge,semiconductor,lattice_constant_A,GFN2,5.761714264329561,5.64,0.12171426432956167,2.1580543320844248,CP2K native Bloch + tblite
GaAs,semiconductor,lattice_constant_A,GFN1,5.750256379823676,5.638,0.11225637982367598,1.9910673966597292,CP2K native Bloch + tblite
GaAs,semiconductor,lattice_constant_A,GFN2,6.0674417816233515,5.638,0.42944178162335156,7.6169170206341175,CP2K native Bloch + tblite
Cu,transition_metal,bulk_modulus_GPa,revPBE_vdW,111.0,142.0,-31.0,-21.830985915492963,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,rPW86_vdW2,97.0,142.0,-45.0,-31.690140845070424,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,optPBE_vdW,129.0,142.0,-13.0,-9.154929577464788,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,optB88_vdW,138.0,142.0,-4.0,-2.8169014084507005,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,optB86b_vdW,149.0,142.0,7.0,4.929577464788726,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,LDA,190.0,142.0,48.0,33.80281690140845,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,PBEsol,165.0,142.0,23.0,16.19718309859155,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cu,transition_metal,bulk_modulus_GPa,PBE,139.0,142.0,-3.0,-2.1126760563380254,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,revPBE_vdW,67.0,109.0,-42.0,-38.53211009174312,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,rPW86_vdW2,61.0,109.0,-48.0,-44.03669724770643,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,optPBE_vdW,85.0,109.0,-24.0,-22.018348623853214,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,optB88_vdW,95.0,109.0,-14.0,-12.844036697247708,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,optB86b_vdW,104.0,109.0,-5.0,-4.587155963302747,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,LDA,139.0,109.0,30.0,27.522935779816503,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,PBEsol,116.0,109.0,7.0,6.422018348623859,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ag,transition_metal,bulk_modulus_GPa,PBE,89.0,109.0,-20.0,-18.34862385321101,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,revPBE_vdW,137.0,195.0,-58.0,-29.743589743589748,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,rPW86_vdW2,119.0,195.0,-76.0,-38.97435897435897,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,optPBE_vdW,161.0,195.0,-34.0,-17.43589743589744,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,optB88_vdW,172.0,195.0,-23.0,-11.794871794871797,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,optB86b_vdW,187.0,195.0,-8.0,-4.102564102564099,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,LDA,227.0,195.0,32.0,16.41025641025642,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,PBEsol,203.0,195.0,8.0,4.10256410256411,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Pd,transition_metal,bulk_modulus_GPa,PBE,168.0,195.0,-27.0,-13.846153846153841,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,revPBE_vdW,221.0,269.0,-48.0,-17.843866171003718,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,rPW86_vdW2,193.0,269.0,-76.0,-28.25278810408922,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,optPBE_vdW,248.0,269.0,-21.0,-7.80669144981413,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,optB88_vdW,258.0,269.0,-11.0,-4.089219330855021,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,optB86b_vdW,276.0,269.0,7.0,2.6022304832713727,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,LDA,320.0,269.0,51.0,18.959107806691456,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,PBEsol,295.0,269.0,26.0,9.66542750929369,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rh,transition_metal,bulk_modulus_GPa,PBE,256.0,269.0,-13.0,-4.832713754646845,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,revPBE_vdW,13.7,13.3,0.3999999999999986,3.007518796992481,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,rPW86_vdW2,14.7,13.3,1.3999999999999986,10.526315789473673,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,optPBE_vdW,13.9,13.3,0.5999999999999996,4.5112781954887105,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,optB88_vdW,13.8,13.3,0.5,3.759398496240607,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,optB86b_vdW,13.4,13.3,0.09999999999999964,0.7518796992481258,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,LDA,15.2,13.3,1.8999999999999986,14.28571428571428,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,PBEsol,13.6,13.3,0.29999999999999893,2.2556390977443552,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Li,alkali_metal,bulk_modulus_GPa,PBE,13.9,13.3,0.5999999999999996,4.5112781954887105,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,revPBE_vdW,7.39,7.5,-0.11000000000000032,-1.4666666666666717,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,rPW86_vdW2,7.96,7.5,0.45999999999999996,6.133333333333324,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,optPBE_vdW,7.73,7.5,0.23000000000000043,3.066666666666662,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,optB88_vdW,7.81,7.5,0.3099999999999996,4.133333333333322,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,optB86b_vdW,7.65,7.5,0.15000000000000036,2.0000000000000018,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,LDA,9.5,7.5,2.0,26.66666666666666,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,PBEsol,7.86,7.5,0.3600000000000003,4.800000000000004,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Na,alkali_metal,bulk_modulus_GPa,PBE,7.71,7.5,0.20999999999999996,2.8000000000000025,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,revPBE_vdW,3.58,3.7,-0.1200000000000001,-3.2432432432432434,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,rPW86_vdW2,3.97,3.7,0.27,7.297297297297289,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,optPBE_vdW,3.8,3.7,0.09999999999999964,2.7027027027026973,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,optB88_vdW,3.95,3.7,0.25,6.756756756756754,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,optB86b_vdW,3.79,3.7,0.08999999999999986,2.43243243243243,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,LDA,4.6,3.7,0.8999999999999995,24.324324324324298,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,PBEsol,3.71,3.7,0.009999999999999787,0.2702702702702675,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
K,alkali_metal,bulk_modulus_GPa,PBE,3.56,3.7,-0.14000000000000012,-3.7837837837837895,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,revPBE_vdW,2.82,2.9,-0.08000000000000007,-2.758620689655178,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,rPW86_vdW2,3.14,2.9,0.2400000000000002,8.275862068965534,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,optPBE_vdW,3.02,2.9,0.1200000000000001,4.137931034482767,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,optB88_vdW,3.21,2.9,0.31000000000000005,10.689655172413804,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,optB86b_vdW,3.05,2.9,0.1499999999999999,5.1724137931034475,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,LDA,3.54,2.9,0.6400000000000001,22.06896551724138,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,PBEsol,2.93,2.9,0.03000000000000025,1.0344827586207028,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Rb,alkali_metal,bulk_modulus_GPa,PBE,2.79,2.9,-0.10999999999999988,-3.7931034482758585,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,revPBE_vdW,2.07,2.1,-0.03000000000000025,-1.4285714285714457,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,rPW86_vdW2,2.28,2.1,0.17999999999999972,8.571428571428562,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,optPBE_vdW,2.04,2.1,-0.06000000000000005,-2.857142857142858,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,optB88_vdW,2.3,2.1,0.19999999999999973,9.523809523809511,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,optB86b_vdW,2.01,2.1,-0.0900000000000003,-4.285714285714304,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,LDA,2.58,2.1,0.48,22.857142857142865,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,PBEsol,2.0,2.1,-0.10000000000000009,-4.761904761904767,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Cs,alkali_metal,bulk_modulus_GPa,PBE,1.98,2.1,-0.1200000000000001,-5.714285714285716,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,revPBE_vdW,16.4,18.4,-2.0,-10.869565217391308,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,rPW86_vdW2,17.7,18.4,-0.6999999999999993,-3.804347826086951,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,optPBE_vdW,16.9,18.4,-1.5,-8.15217391304348,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,optB88_vdW,17.6,18.4,-0.7999999999999972,-4.347826086956507,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,optB86b_vdW,17.3,18.4,-1.0999999999999979,-5.978260869565211,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,LDA,19.1,18.4,0.7000000000000028,3.8043478260869623,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,PBEsol,17.4,18.4,-1.0,-5.434782608695654,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ca,alkaline_earth_metal,bulk_modulus_GPa,PBE,17.2,18.4,-1.1999999999999993,-6.521739130434778,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,revPBE_vdW,11.4,12.4,-1.0,-8.064516129032262,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,rPW86_vdW2,12.5,12.4,0.09999999999999964,0.8064516129032251,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,optPBE_vdW,12.3,12.4,-0.09999999999999964,-0.8064516129032251,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,optB88_vdW,13.2,12.4,0.7999999999999989,6.451612903225801,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,optB86b_vdW,13.0,12.4,0.5999999999999996,4.8387096774193505,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,LDA,14.8,12.4,2.4000000000000004,19.354838709677423,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,PBEsol,12.9,12.4,0.5,4.0322580645161255,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Sr,alkaline_earth_metal,bulk_modulus_GPa,PBE,11.5,12.4,-0.9000000000000004,-7.258064516129037,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,revPBE_vdW,9.04,9.3,-0.26000000000000156,-2.7956989247312047,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,rPW86_vdW2,9.77,9.3,0.46999999999999886,5.053763440860193,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,optPBE_vdW,9.59,9.3,0.28999999999999915,3.118279569892457,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,optB88_vdW,9.92,9.3,0.6199999999999992,6.666666666666665,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,optB86b_vdW,9.64,9.3,0.33999999999999986,3.6559139784946293,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,LDA,10.9,9.3,1.5999999999999996,17.204301075268802,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,PBEsol,9.33,9.3,0.02999999999999936,0.3225806451612856,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Ba,alkaline_earth_metal,bulk_modulus_GPa,PBE,8.95,9.3,-0.3500000000000014,-3.7634408602150726,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,revPBE_vdW,67.1,79.4,-12.300000000000011,-15.491183879093217,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,rPW86_vdW2,60.6,79.4,-18.800000000000004,-23.677581863979857,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,optPBE_vdW,72.4,79.4,-7.0,-8.816120906801006,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,optB88_vdW,71.1,79.4,-8.300000000000011,-10.453400503778354,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,optB86b_vdW,77.4,79.4,-2.0,-2.518891687657432,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,LDA,83.8,79.4,4.3999999999999915,5.5415617128463435,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,PBEsol,82.1,79.4,2.6999999999999886,3.400503778337516,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
Al,simple_metal,bulk_modulus_GPa,PBE,78.6,79.4,-0.8000000000000114,-1.0075566750629816,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,revPBE_vdW,63.4,69.8,-6.399999999999999,-9.169054441260748,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,rPW86_vdW2,68.9,69.8,-0.8999999999999915,-1.2893982808022786,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,optPBE_vdW,68.2,69.8,-1.5999999999999943,-2.2922636103151817,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,optB88_vdW,71.7,69.8,1.9000000000000057,2.7220630372492893,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,optB86b_vdW,70.2,69.8,0.4000000000000057,0.5730659025787954,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,LDA,86.5,69.8,16.700000000000003,23.925501432664763,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,PBEsol,72.6,69.8,2.799999999999997,4.011461318051568,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiF,ionic,bulk_modulus_GPa,PBE,66.9,69.8,-2.8999999999999915,-4.154727793696267,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
LiCl,ionic,bulk_modulus_GPa,revPBE_vdW,30.3,35.4,-5.099999999999998,-14.406779661016945,"Klimes et al., Phys. Rev. B 83, 195131 (2011)"
