property,method,n,ME,MAE,RMSE,MRE_percent,MARE_percent
lattice_constant_A,GFN2:alkaline_earth_metal,3,1.400279519144517,1.400279519144517,1.4005829718482465,25.433662806217715,25.433662806217715
lattice_constant_A,GFN2:covalent,2,0.030794974405514264,0.03393761494308345,0.04582676245013693,0.7010736517194112,0.7897736386674548
lattice_constant_A,GFN2:ionic,4,-0.22562839172832105,0.2370391184473808,0.3044188759154285,-4.265386919782894,4.553245817841919
lattice_constant_A,GFN2:semiconductor,3,0.17666375609285367,0.19077360787575515,0.25799389770504877,3.1280629664505426,3.3885846020284873
lattice_constant_A,GFN2:simple_metal,1,-0.2527831881921778,0.2527831881921778,0.2527831881921778,-6.2881390097556675,6.2881390097556675
lattice_constant_A,GFN2:transition_metal,3,0.08123122121729143,0.08123122121729143,0.08968918954573477,2.0822996698597436,2.0822996698597436
bulk_modulus_GPa,GFN1:alkali_metal,5,30.59521216458834,30.59521216458834,38.83320314895513,629.1554070456218,629.1554070456218
bulk_modulus_GPa,GFN1:alkaline_earth_metal,3,35.38354432619775,35.38354432619775,43.52521637506446,235.80362721676843,235.80362721676843
bulk_modulus_GPa,GFN1:covalent,2,2113.1454537085706,2113.1454537085706,2335.1343349486638,599.4238204358651,599.4238204358651
bulk_modulus_GPa,GFN1:ionic,5,426.1858415740706,426.1858415740706,475.48780975110293,685.3108901790372,685.3108901790372
bulk_modulus_GPa,GFN1:semiconductor,3,416.8216123082054,416.8216123082054,424.3359147915649,497.53222106179766,497.53222106179766
bulk_modulus_GPa,GFN1:simple_metal,1,146.23930799540443,146.23930799540443,146.23930799540443,184.1804886591995,184.1804886591995
bulk_modulus_GPa,GFN1:transition_metal,4,879.8132682818297,879.8132682818297,962.124727456624,489.57999849090425,489.57999849090425
bulk_modulus_GPa,GFN2:alkali_metal,5,144.37416956451915,144.37416956451915,145.5111619423428,3937.0347215058378,3937.0347215058378
bulk_modulus_GPa,GFN2:alkaline_earth_metal,3,210.3749021415482,210.3749021415482,214.66554797419576,1652.7981775663432,1652.7981775663432
bulk_modulus_GPa,GFN2:covalent,2,2198.5715712600268,2198.5715712600268,2399.773973373801,631.5313094791001,631.5313094791001
bulk_modulus_GPa,GFN2:ionic,4,213.17764554452881,213.17764554452881,220.61899358552145,531.7240227607133,531.7240227607133
bulk_modulus_GPa,GFN2:semiconductor,3,273.60168027982223,273.60168027982223,325.2229347353122,307.0800940616596,307.0800940616596
bulk_modulus_GPa,GFN2:simple_metal,1,1107.992997285604,1107.992997285604,1107.992997285604,1395.457175422675,1395.457175422675
bulk_modulus_GPa,GFN2:transition_metal,3,709.9374840276793,709.9374840276793,741.3265239468748,387.99918597281254,387.99918597281254
cohesive_energy_eV_atom,GFN1:alkali_metal,5,3.0633919317232836,3.0633919317232836,3.1926733792374167,313.66497836577366,313.66497836577366
cohesive_energy_eV_atom,GFN1:alkaline_earth_metal,3,-0.03831048841715708,0.5197195684422666,0.5519151104680848,-2.766797732779139,27.971461608439327
cohesive_energy_eV_atom,GFN1:covalent,2,1.412137740725647,1.412137740725647,1.5183430992062763,19.57617585001815,19.57617585001815
cohesive_energy_eV_atom,GFN1:ionic,5,0.7105845524756179,0.7812130611483332,0.9107883731009729,19.717051212663232,21.0572506182176
cohesive_energy_eV_atom,GFN1:semiconductor,3,0.7320957906917892,0.7320957906917892,0.8273083824743281,19.776538076992434,19.776538076992434
cohesive_energy_eV_atom,GFN1:simple_metal,1,1.1388006074930659,1.1388006074930659,1.1388006074930659,33.104668822472846,33.104668822472846
cohesive_energy_eV_atom,GFN1:transition_metal,4,0.6666869813277406,1.8924409938239992,2.280666078225853,10.977376396591463,42.246611409251116
cohesive_energy_eV_atom,GFN2:alkali_metal,5,0.8116361637459064,0.8116361637459064,0.8724250344001213,85.76849132892265,85.76849132892265
cohesive_energy_eV_atom,GFN2:alkaline_earth_metal,3,-0.31197413158250814,0.31197413158250814,0.31896461334313436,-17.186229273248113,17.186229273248113
cohesive_energy_eV_atom,GFN2:covalent,2,0.3012808850123516,0.985802085348741,1.0308132338846607,3.2163321886458762,13.763654227727379
cohesive_energy_eV_atom,GFN2:ionic,4,0.27828668466726403,0.430312094426355,0.5053937693435314,8.147479827343357,11.967213740888358
cohesive_energy_eV_atom,GFN2:semiconductor,3,-0.8579032056336637,0.8579032056336637,1.0537628328722302,-20.190686288077554,20.190686288077554
cohesive_energy_eV_atom,GFN2:simple_metal,1,1.3944186783273644,1.3944186783273644,1.3944186783273644,40.53542669556292,40.53542669556292
cohesive_energy_eV_atom,GFN2:transition_metal,3,1.4055763281874505,1.4055763281874505,1.6791794261586077,30.377932483515863,30.377932483515863
